stock_label,name,close,date,industry_type,open,high,low,unit,per,psr,pbr,volume,market_capitalization,issued_shares,crawl_datetime,code
1436  東証マザーズ,フィット,560.0,株価(02/28),業種建設業,617.0円,626.0円,556.0円,100株,---,0.47倍,0.56倍,"11,500株","2,398百万円","4,282千株",2020-03-01T18:21:20,1436
1438  名証２部,岐阜造園,"1,250.0",株価(02/28),業種建設業,"1,300.0円","1,300.0円","1,250.0円",100株,10.46倍,0.44倍,0.71倍,"2,000株","1,814百万円","1,451千株",2020-03-01T18:21:22,1438
1439  東証JASDAQ（スタンダード）,安江工務店,881.0,株価(02/28),業種建設業,915.0円,925.0円,881.0円,100株,9.28倍,0.22倍,0.77倍,"13,000株","1,153百万円","1,309千株",2020-03-01T18:21:23,1439
1446  東証１部,キャンディル,520.0,株価(02/28),業種建設業,531.0円,561.0円,519.0円,100株,21.43倍,0.40倍,1.70倍,"172,800株","5,382百万円","10,351千株",2020-03-01T18:21:25,1446
1449  札証ア,ＦＵＪＩジャパン,424.0,株価(02/28),業種建設業,480.0円,481.0円,416.0円,100株,14.91倍,0.59倍,3.08倍,"5,700株",903百万円,"2,130千株",2020-03-01T18:21:27,1449
1450  東証JASDAQ（スタンダード）,田中建設工業,"2,920.0",株価(02/28),業種建設業,"2,961.0円","2,998.0円","2,920.0円",100株,11.24倍,1.01倍,1.77倍,"1,700株","6,350百万円","2,174千株",2020-03-01T18:21:29,1450
1451  東証２部,ＫＨＣ,680.0,株価(02/28),業種建設業,691.0円,696.0円,659.0円,100株,5.20倍,0.19倍,0.50倍,"91,700株","2,669百万円","3,926千株",2020-03-01T18:21:31,1451
1887  東証１部,日本国土開発,507.0,株価(02/28),業種建設業,513.0円,523.0円,504.0円,100株,3.62倍,0.41倍,0.77倍,"387,400株","49,815百万円","98,255千株",2020-03-01T18:21:33,1887
2334  東証マザーズ,イオレ,"1,337.0",株価(02/28),業種サービス業,"1,410.0円","1,445.0円","1,250.0円",100株,52.32倍,1.58倍,2.70倍,"85,500株","3,091百万円","2,312千株",2020-03-01T18:21:34,2334
2424  東証１部,ブラス,610.0,株価(02/28),業種サービス業,620.0円,629.0円,609.0円,100株,9.42倍,0.33倍,0.96倍,"28,500株","3,482百万円","5,709千株",2020-03-01T18:21:36,2424
2820  東証１部,やまみ,"1,958.0",株価(02/28),業種食料品,"2,027.0円","2,035.0円","1,943.0円",100株,19.49倍,1.24倍,2.19倍,"25,000株","13,585百万円","6,938千株",2020-03-01T18:21:38,2820
2884  東証１部,ヨシムラ・フード・ホールディングス,888.0,株価(02/28),業種食料品,940.0円,953.0円,881.0円,100株,73.75倍,0.83倍,4.28倍,"385,700株","19,688百万円","22,171千株",2020-03-01T18:21:40,2884
2970  東証JASDAQ（スタンダード）,グッドライフカンパニー,"3,550.0",株価(02/28),業種不動産業,"3,390.0円","3,925.0円","3,355.0円",100株,13.81倍,1.09倍,2.56倍,"40,200株","4,981百万円","1,403千株",2020-03-01T18:21:42,2970
2971  東証REIT,エスコンジャパンリート投資法人,"114,100.0",株価(02/28),業種REIT,"117,900.0円","119,900.0円","114,000.0円",1株,---,---,---,"4,381株","32,288百万円",282千株,2020-03-01T18:21:43,2971
2972  東証REIT,サンケイリアルエステート投資法人,"120,600.0",株価(02/28),業種REIT,"120,400.0円","123,900.0円","119,300.0円",1株,---,---,---,"3,201株","43,030百万円",356千株,2020-03-01T18:21:45,2972
2974  福証,大英産業,956.0,株価(02/28),業種不動産業,972.0円,976.0円,956.0円,100株,2.31倍,0.10倍,0.53倍,700株,"3,117百万円","3,261千株",2020-03-01T18:21:47,2974
2976  札証ア,日本グランデ,803.0,株価(02/28),業種不動産業,950.0円,950.0円,803.0円,100株,---,0.18倍,---,"4,700株",923百万円,"1,150千株",2020-03-01T18:21:48,2976
2978  東証マザーズ,ツクルバ,"1,030.0",株価(02/28),業種不動産業,"1,144.0円","1,144.0円","1,000.0円",100株,768.65倍,6.34倍,6.51倍,"109,400株","9,611百万円","9,331千株",2020-03-01T18:21:50,2978
2979  東証REIT,ＳＯＳｉＬＡ物流リート投資法人,"119,500.0",株価(02/28),業種REIT,"120,500.0円","123,500.0円","117,500.0円",1株,---,---,---,"6,323株","61,464百万円",514千株,2020-03-01T18:21:52,2979
2980  東証マザーズ,ＳＲＥホールディングス,"2,036.0",株価(02/28),業種不動産業,"2,125.0円","2,150.0円","1,990.0円",100株,---,10.64倍,---,"80,300株","30,818百万円","15,137千株",2020-03-01T18:21:53,2980
2981  東証マザーズ,ランディックス,"1,715.0",株価(02/28),業種不動産業,"1,793.0円","1,900.0円","1,710.0円",100株,---,0.72倍,---,"71,600株","4,689百万円","2,734千株",2020-03-01T18:21:55,2981
3267  東証１部,フィル・カンパニー,"3,000.0",株価(02/28),業種建設業,"3,360.0円","3,470.0円","2,983.0円",100株,28.13倍,2.46倍,5.81倍,"132,400株","17,334百万円","5,778千株",2020-03-01T18:21:57,3267
3446  東証マザーズ,ジェイテックコーポレーション,"2,863.0",株価(02/28),業種金属製品,"2,840.0円","2,929.0円","2,833.0円",100株,50.13倍,13.03倍,6.84倍,"81,600株","16,748百万円","5,850千株",2020-03-01T18:21:59,3446
3447  東証１部,信和,954.0,株価(02/28),業種金属製品,944.0円,959.0円,920.0円,100株,9.89倍,0.76倍,1.03倍,"66,800株","13,345百万円","13,988千株",2020-03-01T18:22:01,3447
3449  東証２部,テクノフレックス,910.0,株価(02/28),業種金属製品,934.0円,950.0円,903.0円,100株,9.62倍,1.02倍,1.04倍,"124,100株","19,437百万円","21,360千株",2020-03-01T18:22:02,3449
3466  東証REIT,ラサールロジポート投資法人,"158,000.0",株価(02/28),業種REIT,"163,100.0円","164,600.0円","157,000.0円",1株,---,---,---,"10,067株","215,354百万円","1,363千株",2020-03-01T18:22:04,3466
3467  東証１部,アグレ都市デザイン,444.0,株価(02/28),業種不動産業,461.0円,462.0円,444.0円,100株,10.28倍,0.16倍,0.97倍,"45,100株","2,531百万円","5,701千株",2020-03-01T18:22:06,3467
3468  東証REIT,スターアジア不動産投資法人,"100,600.0",株価(02/28),業種REIT,"102,100.0円","102,600.0円","100,000.0円",1株,---,---,---,"7,621株","54,406百万円",540千株,2020-03-01T18:22:07,3468
3469  東証２部,デュアルタップ,328.0,株価(02/28),業種不動産業,368.0円,377.0円,328.0円,100株,5.94倍,0.11倍,0.61倍,"182,500株","1,125百万円","3,430千株",2020-03-01T18:22:09,3469
3470  東証REIT,マリモ地方創生リート投資法人,"113,100.0",株価(02/28),業種REIT,"116,500.0円","117,900.0円","111,400.0円",1株,---,---,---,"1,991株","17,268百万円",152千株,2020-03-01T18:22:11,3470
3471  東証REIT,三井不動産ロジスティクスパーク投資法人,"482,500.0",株価(02/28),業種REIT,"499,000.0円","500,000.0円","475,500.0円",1株,---,---,---,"3,793株","212,782百万円",441千株,2020-03-01T18:22:12,3471
3472  東証REIT,大江戸温泉リート投資法人,"78,700.0",株価(02/28),業種REIT,"81,500.0円","82,900.0円","78,000.0円",1株,---,---,---,"3,246株","18,521百万円",235千株,2020-03-01T18:22:14,3472
3473  東証REIT,さくら総合リート投資法人,"83,000.0",株価(02/28),業種REIT,"85,000.0円","85,900.0円","82,300.0円",1株,---,---,---,"2,462株","27,639百万円",333千株,2020-03-01T18:22:15,3473
3474  東証マザーズ,Ｇ－ＦＡＣＴＯＲＹ,279.0,株価(02/28),業種不動産業,281.0円,299.0円,257.0円,100株,---,0.47倍,1.12倍,"36,900株","1,881百万円","6,744千株",2020-03-01T18:22:17,3474
3475  東証１部,グッドコムアセット,"1,498.0",株価(02/28),業種不動産業,"1,552.0円","1,575.0円","1,494.0円",100株,9.54倍,0.47倍,1.56倍,"136,100株","11,004百万円","7,345千株",2020-03-01T18:22:19,3475
3476  東証REIT,投資法人みらい,"50,000.0",株価(02/28),業種REIT,"52,900.0円","53,400.0円","49,800.0円",1株,---,---,---,"42,502株","83,112百万円","1,662千株",2020-03-01T18:22:20,3476
3477  東証マザーズ,フォーライフ,849.0,株価(02/28),業種不動産業,916.0円,923.0円,848.0円,100株,12.39倍,0.21倍,0.71倍,"22,500株","1,698百万円","2,000千株",2020-03-01T18:22:22,3477
3478  東証REIT,森トラスト・ホテルリート投資法人,"127,200.0",株価(02/28),業種REIT,"129,100.0円","129,400.0円","124,400.0円",1株,---,---,---,"5,223株","63,600百万円",500千株,2020-03-01T18:22:24,3478
3479  東証マザーズ,ティーケーピー,"2,560.0",株価(02/28),業種不動産業,"2,644.0円","2,700.0円","2,534.0円",100株,44.09倍,2.74倍,9.05倍,"485,300株","97,425百万円","38,056千株",2020-03-01T18:22:25,3479
3480  東証１部,ジェイ・エス・ビー,"4,350.0",株価(02/28),業種不動産業,"4,455.0円","4,520.0円","4,350.0円",100株,8.98倍,0.49倍,1.42倍,"15,200株","21,110百万円","4,852千株",2020-03-01T18:22:27,3480
3481  東証REIT,三菱地所物流リート投資法人,"382,000.0",株価(02/28),業種REIT,"396,000.0円","399,000.0円","378,000.0円",1株,---,---,---,"3,780株","116,821百万円",305千株,2020-03-01T18:22:29,3481
3482  東証マザーズ,ロードスターキャピタル,770.0,株価(02/28),業種不動産業,781.0円,811.0円,765.0円,100株,7.90倍,1.09倍,2.11倍,"218,700株","16,511百万円","21,444千株",2020-03-01T18:22:30,3482
3484  東証１部,テンポイノベーション,765.0,株価(02/28),業種不動産業,783.0円,801.0円,760.0円,100株,25.77倍,1.65倍,6.47倍,"257,400株","13,635百万円","17,824千株",2020-03-01T18:22:32,3484
3486  東証１部,グローバル・リンク・マネジメント,618.0,株価(02/28),業種不動産業,670.0円,670.0円,616.0円,100株,5.38倍,0.18倍,1.21倍,"73,200株","4,674百万円","7,564千株",2020-03-01T18:22:34,3486
3487  東証REIT,ＣＲＥロジスティクスファンド投資法人,"130,500.0",株価(02/28),業種REIT,"132,800.0円","135,500.0円","129,600.0円",1株,---,---,---,"3,946株","45,316百万円",347千株,2020-03-01T18:22:36,3487
3488  東証REIT,ザイマックス・リート投資法人,"121,000.0",株価(02/28),業種REIT,"124,000.0円","125,100.0円","120,100.0円",1株,---,---,---,"3,021株","27,031百万円",223千株,2020-03-01T18:22:37,3488
3489  東証マザーズ,フェイスネットワーク,"1,262.0",株価(02/28),業種不動産業,"1,190.0円","1,269.0円","1,162.0円",100株,9.84倍,0.44倍,1.64倍,"36,000株","6,284百万円","4,980千株",2020-03-01T18:22:39,3489
3490  東証JASDAQ（スタンダード）,アズ企画設計,"1,060.0",株価(02/28),業種不動産業,"1,155.0円","1,169.0円","1,006.0円",100株,4.91倍,0.19倍,0.67倍,"16,200株","1,008百万円",951千株,2020-03-01T18:22:41,3490
3491  東証マザーズ,ＧＡｔｅｃｈｎｏｌｏｇｉｅｓ,"2,591.0",株価(02/28),業種不動産業,"2,621.0円","2,730.0円","2,561.0円",100株,45.49倍,0.63倍,4.32倍,"110,100株","24,880百万円","9,602千株",2020-03-01T18:22:42,3491
3492  東証REIT,タカラレーベン不動産投資法人,"107,700.0",株価(02/28),業種REIT,"106,500.0円","111,500.0円","106,000.0円",1株,---,---,---,"10,346株","49,811百万円",462千株,2020-03-01T18:22:44,3492
3493  東証REIT,伊藤忠アドバンス・ロジスティクス投資法人,"116,700.0",株価(02/28),業種REIT,"121,000.0円","121,900.0円","115,900.0円",1株,---,---,---,"8,257株","56,716百万円",486千株,2020-03-01T18:22:46,3493
3494  東証JASDAQ（スタンダード）,マリオン,"1,100.0",株価(02/28),業種不動産業,"1,177.0円","1,177.0円","1,100.0円",100株,7.78倍,0.64倍,0.49倍,"1,500株","1,762百万円","1,602千株",2020-03-01T18:22:47,3494
3495  東証JASDAQ（スタンダード）,香陵住販,"1,360.0",株価(02/28),業種不動産業,"1,404.0円","1,422.0円","1,360.0円",100株,4.77倍,0.28倍,0.60倍,"6,600株","1,776百万円","1,305千株",2020-03-01T18:22:49,3495
3496  東証マザーズ,アズーム,"2,259.0",株価(02/28),業種不動産業,"2,160.0円","2,352.0円","2,080.0円",100株,58.61倍,1.20倍,3.69倍,"47,100株","3,300百万円","1,461千株",2020-03-01T18:22:50,3496
3497  東証マザーズ,リーガル不動産,850.0,株価(02/28),業種不動産業,875.0円,875.0円,820.0円,100株,3.27倍,0.11倍,0.73倍,"85,000株","2,665百万円","3,135千株",2020-03-01T18:22:52,3497
3498  東証マザーズ,霞ヶ関キャピタル,"3,000.0",株価(02/28),業種不動産業,"3,135.0円","3,275.0円","2,953.0円",100株,18.34倍,1.79倍,6.18倍,"38,900株","9,620百万円","3,206千株",2020-03-01T18:22:54,3498
3504  名証２部,丸八ホールディングス,767.0,株価(02/28),業種繊維製品,769.0円,779.0円,749.0円,100株,14.58倍,0.85倍,0.27倍,"54,500株","12,716百万円","16,579千株",2020-03-01T18:22:56,3504
3537  東証JASDAQ（スタンダード）,昭栄薬品,971.0,株価(02/28),業種卸売業,969.0円,"1,003.0円",969.0円,100株,12.68倍,0.17倍,0.43倍,"10,300株","3,475百万円","3,579千株",2020-03-01T18:22:58,3537
3538  東証１部,ウイルプラスホールディングス,641.0,株価(02/28),業種小売業,661.0円,673.0円,641.0円,100株,8.18倍,0.20倍,1.15倍,"65,000株","6,258百万円","9,764千株",2020-03-01T18:22:59,3538
3539  東証１部,ＪＭホールディングス,"2,122.0",株価(02/28),業種小売業,"2,156.0円","2,156.0円","2,022.0円",100株,20.09倍,0.49倍,2.18倍,"77,500株","56,613百万円","26,679千株",2020-03-01T18:23:01,3539
3540  東証JASDAQ（スタンダード）,歯愛メディカル,"2,462.0",株価(02/28),業種卸売業,"2,531.0円","2,646.0円","2,430.0円",100株,16.35倍,0.85倍,2.24倍,"30,300株","24,620百万円","10,000千株",2020-03-01T18:23:02,3540
3541  東証マザーズ,農業総合研究所,355.0,株価(02/28),業種卸売業,387.0円,389.0円,350.0円,100株,---,2.40倍,12.51倍,"233,100株","7,456百万円","21,005千株",2020-03-01T18:23:04,3541
3542  東証マザーズ,ベガコーポレーション,479.0,株価(02/28),業種小売業,509.0円,532.0円,479.0円,100株,---,0.37倍,1.39倍,"19,700株","4,969百万円","10,374千株",2020-03-01T18:23:06,3542
3543  東証１部,コメダホールディングス,"1,828.0",株価(02/28),業種卸売業,"1,811.0円","1,869.0円","1,810.0円",100株,16.12倍,2.77倍,2.85倍,"557,500株","84,177百万円","46,048千株",2020-03-01T18:23:08,3543
3545  東証１部,デファクトスタンダード,385.0,株価(01/08),業種小売業,380.0円,389.0円,367.0円,100株,87.10倍,0.30倍,0.97倍,"75,100株","3,518百万円","9,140千株",2020-03-01T18:23:09,3545
3547  東証１部,串カツ田中ホールディングス,"1,558.0",株価(02/28),業種小売業,"1,621.0円","1,683.0円","1,534.0円",100株,31.46倍,1.44倍,5.16倍,"408,700株","14,464百万円","9,284千株",2020-03-01T18:23:11,3547
3548  東証１部,バロックジャパンリミテッド,805.0,株価(02/28),業種小売業,820.0円,825.0円,802.0円,100株,9.88倍,0.41倍,1.44倍,"248,000株","29,524百万円","36,676千株",2020-03-01T18:23:13,3548
3550  東証マザーズ,スタジオアタオ,441.0,株価(02/28),業種小売業,477.0円,477.0円,441.0円,100株,10.37倍,1.33倍,2.96倍,"208,900株","5,622百万円","12,750千株",2020-03-01T18:23:14,3550
3556  東証マザーズ,リネットジャパングループ,432.0,株価(02/28),業種小売業,470.0円,485.0円,430.0円,100株,17.10倍,0.52倍,1.74倍,"396,200株","4,497百万円","10,410千株",2020-03-01T18:23:16,3556
3557  東証マザーズ,ユナイテッド＆コレクティブ,"1,199.0",株価(02/28),業種小売業,"1,214.0円","1,261.0円","1,199.0円",100株,53.52倍,0.49倍,2.25倍,"20,600株","3,610百万円","3,011千株",2020-03-01T18:23:18,3557
3558  東証マザーズ,ロコンド,874.0,株価(02/28),業種小売業,963.0円,989.0円,862.0円,100株,---,1.49倍,3.23倍,"703,700株","10,006百万円","11,449千株",2020-03-01T18:23:20,3558
3559  東証１部,ピーバンドットコム,925.0,株価(02/28),業種卸売業,960.0円,992.0円,917.0円,100株,17.31倍,1.97倍,4.05倍,"145,100株","4,159百万円","4,496千株",2020-03-01T18:23:21,3559
3560  東証JASDAQ（スタンダード）,ほぼ日,"4,170.0",株価(02/28),業種小売業,"4,270.0円","4,305.0円","4,105.0円",100株,21.91倍,1.76倍,2.67倍,"3,700株","9,671百万円","2,319千株",2020-03-01T18:23:23,3560
3561  東証１部,力の源ホールディングス,710.0,株価(02/28),業種小売業,731.0円,753.0円,705.0円,100株,27.03倍,0.61倍,3.59倍,"194,900株","16,968百万円","23,898千株",2020-03-01T18:23:25,3561
3562  東証JASDAQ（スタンダード）,Ｎｏ．１,933.0,株価(02/28),業種卸売業,"1,006.0円","1,037.0円",900.0円,100株,13.36倍,0.35倍,1.56倍,"72,400株","2,935百万円","3,146千株",2020-03-01T18:23:26,3562
3563  東証１部,スシローグローバルホールディングス,"7,700.0",株価(02/28),業種小売業,"7,470.0円","7,950.0円","7,340.0円",100株,22.43倍,1.12倍,4.71倍,"862,200株","223,396百万円","29,012千株",2020-03-01T18:23:28,3563
3564  東証１部,ＬＩＸＩＬビバ,"2,029.0",株価(02/28),業種小売業,"2,112.0円","2,134.0円","1,993.0円",100株,4.89倍,0.50倍,1.44倍,"1,771,900株","90,736百万円","44,720千株",2020-03-01T18:23:31,3564
3565  東証１部,アセンテック,"2,787.0",株価(02/28),業種卸売業,"2,962.0円","3,045.0円","2,635.0円",100株,69.39倍,3.45倍,13.34倍,"298,800株","18,844百万円","6,761千株",2020-03-01T18:23:33,3565
3566  東証マザーズ,ユニフォームネクスト,"1,211.0",株価(02/28),業種小売業,"1,270.0円","1,270.0円","1,206.0円",100株,12.37倍,0.63倍,1.47倍,"7,300株","3,007百万円","2,483千株",2020-03-01T18:23:34,3566
3611  東証１部,マツオカコーポレーション,"1,695.0",株価(02/28),業種繊維製品,"1,784.0円","1,793.0円","1,672.0円",100株,4.99倍,0.26倍,0.67倍,"57,900株","17,001百万円","10,030千株",2020-03-01T18:23:36,3611
3612  東証１部,ワールド,"2,013.0",株価(02/28),業種繊維製品,"2,039.0円","2,061.0円","1,999.0円",100株,5.67倍,0.27倍,0.88倍,"176,400株","69,229百万円","34,390千株",2020-03-01T18:23:38,3612
3922  東証１部,ＰＲＴＩＭＥＳ,"1,999.0",株価(02/28),業種情報・通信業,"2,071.0円","2,138.0円","1,968.0円",100株,42.52倍,5.88倍,7.13倍,"89,000株","13,450百万円","6,728千株",2020-03-01T18:23:39,3922
3930  東証マザーズ,はてな,"1,765.0",株価(02/28),業種情報・通信業,"1,808.0円","1,888.0円","1,760.0円",100株,15.53倍,2.06倍,2.77倍,"68,300株","5,212百万円","2,953千株",2020-03-01T18:23:41,3930
3931  東証マザーズ,バリューゴルフ,913.0,株価(02/28),業種情報・通信業,885.0円,922.0円,843.0円,100株,15.99倍,0.35倍,1.65倍,"18,300株","1,636百万円","1,792千株",2020-03-01T18:23:43,3931
3932  東証１部,アカツキ,"4,130.0",株価(02/28),業種情報・通信業,"4,225.0円","4,355.0円","4,095.0円",100株,7.27倍,2.04倍,2.42倍,"312,400株","57,660百万円","13,961千株",2020-03-01T18:23:45,3932
3933  東証JASDAQ（スタンダード）,チエル,"2,074.0",株価(02/28),業種情報・通信業,"2,259.0円","2,382.0円","1,870.0円",100株,754.18倍,3.96倍,5.44倍,"1,813,200株","8,057百万円","3,885千株",2020-03-01T18:23:47,3933
3934  東証１部,ベネフィットジャパン,"1,335.0",株価(02/28),業種情報・通信業,"1,457.0円","1,527.0円","1,319.0円",100株,13.44倍,1.27倍,2.24倍,"110,900株","7,871百万円","5,896千株",2020-03-01T18:23:48,3934
3935  東証マザーズ,エディア,468.0,株価(02/28),業種情報・通信業,521.0円,535.0円,465.0円,100株,---,1.41倍,6.31倍,"865,200株","2,835百万円","6,059千株",2020-03-01T18:23:50,3935
3936  東証マザーズ,グローバルウェイ,"1,155.0",株価(02/28),業種情報・通信業,"1,216.0円","1,245.0円","1,151.0円",100株,---,1.00倍,6.44倍,"17,000株","1,347百万円","1,166千株",2020-03-01T18:23:52,3936
3937  東証１部,Ｕｂｉｃｏｍホールディングス,"1,096.0",株価(02/28),業種情報・通信業,"1,092.0円","1,129.0円","1,074.0円",100株,33.65倍,3.59倍,7.55倍,"298,500株","12,766百万円","11,648千株",2020-03-01T18:23:54,3937
3938  東証１部,ＬＩＮＥ,"5,310.0",株価(02/28),業種情報・通信業,"5,360.0円","5,370.0円","5,310.0円",100株,---,5.63倍,7.33倍,"995,700株","1,280,809百万円","241,207千株",2020-03-01T18:23:56,3938
3939  東証１部,カナミックネットワーク,575.0,株価(02/28),業種情報・通信業,585.0円,601.0円,568.0円,100株,77.28倍,16.42倍,18.57倍,"351,200株","27,675百万円","48,132千株",2020-03-01T18:23:58,3939
3940  東証１部,ノムラシステムコーポレーション,384.0,株価(02/28),業種情報・通信業,401.0円,414.0円,384.0円,100株,18.21倍,1.83倍,1.91倍,"108,700株","4,417百万円","11,505千株",2020-03-01T18:24:00,3940
3960  東証マザーズ,バリューデザイン,"2,684.0",株価(02/28),業種情報・通信業,"2,789.0円","2,854.0円","2,611.0円",100株,---,1.94倍,5.67倍,"51,400株","4,014百万円","1,495千株",2020-03-01T18:24:01,3960
3961  東証マザーズ,シルバーエッグ・テクノロジー,"1,056.0",株価(02/28),業種情報・通信業,"1,158.0円","1,158.0円","1,056.0円",100株,---,3.10倍,3.50倍,"38,100株","3,102百万円","2,938千株",2020-03-01T18:24:03,3961
3962  東証１部,チェンジ,"3,380.0",株価(02/28),業種情報・通信業,"3,655.0円","3,720.0円","3,350.0円",100株,129.25倍,7.53倍,8.48倍,"478,600株","53,160百万円","15,728千株",2020-03-01T18:24:05,3962
3963  東証１部,シンクロ・フード,325.0,株価(02/28),業種情報・通信業,346.0円,348.0円,320.0円,100株,19.79倍,4.89倍,3.63倍,"446,300株","8,740百万円","26,893千株",2020-03-01T18:24:07,3963
3964  東証１部,オークネット,"1,050.0",株価(02/28),業種情報・通信業,"1,062.0円","1,081.0円","1,041.0円",100株,20.61倍,1.48倍,1.59倍,"24,400株","29,158百万円","27,770千株",2020-03-01T18:24:08,3964
3965  東証２部,キャピタル・アセット・プランニング,"1,011.0",株価(02/28),業種情報・通信業,"1,028.0円","1,059.0円",991.0円,100株,13.17倍,0.79倍,1.79倍,"63,000株","5,771百万円","5,708千株",2020-03-01T18:24:10,3965
3966  東証マザーズ,ユーザベース,"1,593.0",株価(02/28),業種情報・通信業,"1,641.0円","1,671.0円","1,567.0円",100株,---,4.19倍,7.36倍,"417,500株","52,536百万円","32,979千株",2020-03-01T18:24:12,3966
3967  東証マザーズ,エルテス,"1,676.0",株価(02/28),業種情報・通信業,"1,772.0円","1,805.0円","1,657.0円",100株,---,5.21倍,5.36倍,"220,800株","8,633百万円","5,151千株",2020-03-01T18:24:13,3967
3968  東証１部,セグエグループ,731.0,株価(02/28),業種情報・通信業,813.0円,823.0円,723.0円,100株,20.36倍,0.87倍,3.01倍,"278,500株","8,397百万円","11,488千株",2020-03-01T18:24:15,3968
3969  東証１部,エイトレッド,"1,190.0",株価(02/28),業種情報・通信業,"1,251.0円","1,280.0円","1,186.0円",100株,26.13倍,6.14倍,3.76倍,"112,900株","8,891百万円","7,471千株",2020-03-01T18:24:17,3969
3970  東証マザーズ,イノベーション,"1,571.0",株価(02/28),業種情報・通信業,"1,799.0円","1,803.0円","1,571.0円",100株,346.03倍,2.11倍,3.61倍,"94,700株","3,139百万円","1,998千株",2020-03-01T18:24:19,3970
3974  東証JASDAQ（スタンダード）,ティビィシィ・スキヤツト,"1,074.0",株価(02/28),業種情報・通信業,"1,218.0円","1,218.0円","1,061.0円",100株,9.69倍,0.70倍,0.90倍,"10,700株","1,954百万円","1,820千株",2020-03-01T18:24:20,3974
3976  東証マザーズ,シャノン,"1,089.0",株価(02/28),業種情報・通信業,"1,235.0円","1,242.0円","1,080.0円",100株,62.62倍,0.84倍,4.43倍,"26,200株","1,574百万円","1,445千株",2020-03-01T18:24:22,3976
3977  札証ア,フュージョン,875.0,株価(02/28),業種情報・通信業,875.0円,876.0円,875.0円,100株,---,0.52倍,2.80倍,800株,630百万円,720千株,2020-03-01T18:24:24,3977
3978  東証１部,マクロミル,844.0,株価(02/28),業種情報・通信業,866.0円,878.0円,839.0円,100株,7.15倍,0.76倍,1.05倍,"366,200株","34,002百万円","40,287千株",2020-03-01T18:24:26,3978
3979  東証マザーズ,うるる,"1,381.0",株価(02/28),業種情報・通信業,"1,485.0円","1,485.0円","1,352.0円",100株,17.46倍,2.10倍,2.14倍,"34,700株","4,718百万円","3,416千株",2020-03-01T18:24:28,3979
